Engine Capacity,Cylinders,Drive Type,Fuel Tank Capacity,Fuel Economy,Fuel Type,Horsepower,Torque,Transmission,Top Speed,Seating Capacity,Acceleration,Length,Width,Height,Wheelbase,Trunk Capacity,name,price,currency,Country
6.6,8,1,136.0,16.8,0,401,629.0,0,180,6,9.0,6.352,2.079,2.027,4.037,1727.0,Chevrolet Silverado 2021 6.6L LT (Heavy Duty),16500.0,5,5
4.0,6,1,159.0,12.6,0,275,380.0,0,180,5,8.2,4.67,1.905,1.83,2.69,790.0,Toyota FJ Cruiser 2021 4.0L Extreme,16500.0,5,5
2.0,4,1,51.0,6.6,0,192,280.0,0,225,5,7.2,4.299,1.822,1.557,2.67,450.0,Mini Countryman 2021 Cooper S ALL4,16500.0,5,5
3.6,6,1,93.0,10.0,0,290,350.0,0,190,5,8.3,4.828,1.943,1.792,2.916,782.0,Jeep Grand Cherokee 2021 3.6L Limited,17000.0,5,5
2.5,4,1,60.0,10.9,0,300,407.0,1,250,5,5.2,4.595,1.795,1.475,2.65,460.0,Subaru WRX 2021 2.5T STi Standard,16500.0,5,5
1.8,4,0,63.0,5.9,0,170,320.0,0,220,5,8.4,4.712,2.02,1.391,2.81,480.0,Audi A5 Sportback 2021 1.8L (170 HP),16600.0,5,5
1.8,4,0,63.0,5.9,0,170,320.0,0,220,5,8.4,4.712,2.02,1.391,2.81,480.0,Audi A5 Sportback 2021 1.8L (170 HP),16600.0,5,5
3.6,6,0,83.0,13.8,0,288,366.0,0,172,8,8.5,5.174,1.994,1.775,3.021,691.0,Chevrolet Traverse 2021 3.6L 2LT,16700.0,5,5
3.6,6,1,82.0,10.0,0,310,366.0,0,210,5,7.5,4.813,1.905,1.676,2.858,349.0,Cadillac XT5 2021 3.6L AWD Standard,16700.0,5,5
6.2,8,1,136.0,14.7,0,420,624.0,0,200,5,7.3,6.128,2.063,1.915,3.987,1727.0,Chevrolet Silverado 2021 6.2L V8 High Country ,16700.0,5,5
3.6,6,1,76.0,11.7,0,308,358.0,0,200,5,8.5,4.834,1.91,1.669,2.807,844.0,Cadillac SRX 2021 3.6L,16700.0,5,5
5.7,8,2,72.0,11.2,0,370,536.0,0,234,5,5.6,5.07,1.91,1.48,3.05,436.0,Dodge Charger 2021  R/T Road Track 5.7L,16800.0,5,5
3.6,6,0,72.0,8.8,0,310,366.0,0,210,7,6.8,4.917,1.915,1.676,2.858,362.0,GMC Acadia 2021 3.6L SLT1 (FWD),16800.0,5,5
2.0,4,2,63.0,7.5,0,200,280.0,0,237,5,7.7,4.672,1.85,1.416,2.835,455.0,Jaguar XE 2021 Base 2.0,16900.0,5,5
2.0,4,2,63.0,7.5,0,200,280.0,0,237,5,7.7,4.672,1.85,1.416,2.835,455.0,Jaguar XE 2021 2.0 Prestige,16900.0,5,5
2.0,4,2,63.0,7.5,0,200,280.0,0,237,5,7.7,4.672,1.85,1.416,2.835,455.0,Jaguar XE 2021 2.0 Portfolio,16900.0,5,5
5.0,8,2,60.0,12.3,0,460,569.0,0,240,4,4.7,4.783,2.08,1.382,2.72,382.0,Ford Mustang 2021 5.0L V8 Fastback GT,16900.0,5,5
3.5,6,1,70.0,9.9,0,365,474.0,0,200,7,8.5,5.126,1.93,1.727,2.995,1223.0,Ford Flex 2021 3.5L EcoBoost Limited (AWD),16900.0,5,5
2.0,4,2,60.0,4.5,1,190,400.0,0,235,5,6.8,4.633,1.811,1.429,2.81,480.0,BMW 3 Series 2021 320d,16900.0,5,5
2.0,4,2,70.0,8.1,0,235,340.0,0,241,5,7.9,4.961,2.077,1.468,2.909,540.0,Jaguar XF 2021 2.0 i4Turbo Luxury,16900.0,5,5
3.5,6,1,70.0,10.3,0,290,346.0,0,173,7,8.7,5.037,2.095,1.777,2.866,595.0,Ford Explorer 2021 3.5L V6 XLT (AWD) Full Option,17000.0,5,5
3.5,6,1,70.0,10.3,0,290,346.0,0,173,7,8.7,5.037,2.095,1.777,2.866,595.0,Ford Explorer 2021 3.5L V6 XLT (AWD) Full Option,17000.0,5,5
3.6,6,2,72.0,10.4,0,305,363.0,0,200,5,7.0,5.02,1.92,1.45,2.946,436.0,Dodge Challenger 2021 Rallye 3.6L,17000.0,5,5
2.0,4,0,44.0,5.8,0,192,280.0,0,225,4,7.1,3.85,1.727,1.415,2.495,160.0,Mini Convertible 2021 Cooper S,17000.0,5,5
3.6,6,1,93.0,12.0,0,290,366.0,0,197,7,9.5,5.075,1.925,1.801,3.045,487.0,Dodge Durango 2021 SXT Plus 3.6L,17000.0,5,5
2.0,4,2,72.0,10.6,0,268,400.0,0,240,5,5.9,4.966,1.834,1.453,2.911,388.0,Cadillac CTS 2021 2.0L Turbo Standard,17000.0,5,5
2.5,4,1,60.0,10.7,0,300,407.0,1,250,5,5.5,4.594,1.796,1.476,2.65,340.0,Subaru WRX 2021 2.5L STi RG Package (M/T),17000.0,5,5
2.0,4,1,55.0,7.3,0,290,400.0,0,250,5,4.7,4.469,1.796,1.392,2.631,390.0,Audi S3 Sedan 2021 2.0 TFSI quattro (290 HP),17000.0,5,5
2.0,4,1,56.0,6.7,0,208,350.0,0,230,5,7.3,4.425,1.815,1.53,2.7,430.0,Infiniti QX30 2021 2.0T Luxe Sensory (AWD) ,17000.0,5,5
2.0,4,2,61.0,8.2,0,272,400.0,0,250,5,5.9,4.643,1.806,1.42,2.776,381.0,Cadillac ATS 2021 2.0T Premium Luxury,17100.0,5,5
3.5,6,0,74.0,12.0,0,280,355.0,0,180,8,7.0,5.183,1.995,1.767,3.0,1093.0,Honda Odyssey 2021 3.5L Touring,16200.0,5,5
4.0,6,1,150.0,13.0,0,271,381.0,0,200,7,9.0,4.99,1.885,1.889,2.79,742.0,Toyota Land Cruiser Prado 2021 4.0L GXR,17500.0,5,5
4.0,6,1,150.0,13.0,0,271,381.0,0,200,7,9.0,4.99,1.885,1.889,2.79,742.0,Toyota Land Cruiser Prado 2021 4.0L GXR,17500.0,5,5
3.7,6,2,80.0,12.0,0,330,360.0,0,225,5,5.6,4.945,1.845,1.5,2.9,500.0,Infiniti Q70 2021 3.7L Luxe,17500.0,5,5
5.7,8,2,70.0,12.4,0,370,536.0,0,250,5,5.6,5.04,1.905,1.48,3.052,455.0,Dodge Charger 2021 5.7L R/T,17500.0,5,5
2.0,4,0,44.0,5.5,0,192,280.0,0,235,5,6.9,4.005,1.727,1.425,2.567,278.0,Mini Hatch 2021 5-Door Cooper S,17500.0,5,5
2.3,4,2,58.0,9.5,0,310,434.0,1,240,4,5.5,4.783,2.08,1.382,2.72,382.0,Ford Mustang 2021 2.3L EcoBoost Fastback M/T,17500.0,5,5
3.5,6,1,70.0,9.9,0,365,474.0,0,200,7,8.5,5.126,1.93,1.727,2.995,1223.0,Ford Flex 2021 3.5L EcoBoost Titanium (AWD),17500.0,5,5
1.5,3,2,52.0,5.5,0,136,220.0,0,210,4,8.9,4.432,1.984,1.418,2.69,390.0,BMW 2 Series Coupe 2021 218i,17500.0,5,5
2.8,4,0,70.0,10.7,0,170,260.0,0,250,5,6.3,4.83,2.084,1.498,2.737,500.0,Opel Insignia 2021 OPC,17500.0,5,5
2.5,4,1,60.0,11.2,0,300,407.0,1,250,5,5.2,4.595,1.795,1.475,2.65,460.0,Subaru WRX 2021 2.5T STi Premium,17500.0,5,5
3.6,6,2,72.0,10.1,0,335,383.0,0,250,4,5.2,4.784,1.897,1.344,2.811,206.0,Chevrolet Camaro Convertible 2021 3.6L 3LT,17600.0,5,5
3.6,6,1,83.0,13.1,0,288,366.0,0,172,7,8.3,5.174,1.994,1.775,3.021,691.0,Chevrolet Traverse 2021 3.6L LTZ,17800.0,5,5
3.5,6,1,72.0,10.7,0,296,370.0,0,200,5,7.5,4.89,1.895,1.69,2.79,453.0,Lexus RX 2021 350 Premier,17900.0,5,5
3.5,6,1,72.0,10.7,0,296,370.0,0,200,5,7.5,4.89,1.895,1.69,2.79,453.0,Lexus RX 2021 350 Premier,17900.0,5,5
2.0,4,2,63.0,6.3,0,197,320.0,0,238,5,7.1,4.672,1.967,1.462,2.835,455.0,Jaguar XE 2021 2.0T R-Sport (200 PS),17900.0,5,5
2.0,4,2,63.0,6.3,0,247,365.0,0,250,5,6.3,4.672,1.967,1.462,2.835,455.0,Jaguar XE 2021 2.0T Prestige (250 PS),17900.0,5,5
2.0,4,1,68.5,8.0,0,236,340.0,0,200,5,7.6,4.599,2.069,1.724,2.741,981.0,Land Rover Discovery Sport 2021 2.0L Si4 SE (4WD),17900.0,5,5
2.0,4,2,72.0,10.6,0,268,400.0,0,240,5,5.9,4.966,1.834,1.453,2.911,388.0,Cadillac CTS 2021 2.0L Turbo Base,17900.0,5,5
3.5,6,1,68.0,12.3,0,280,340.0,0,200,5,6.5,4.779,2.179,1.742,2.849,1111.0,Ford Edge 2021 3.5L V6 Titanium (AWD) Full Option,18000.0,5,5
5.7,8,2,70.0,12.4,0,375,555.0,0,250,5,5.4,5.027,1.923,1.46,2.95,459.0,Dodge Challenger 2021 5.7L R/T Plus,18000.0,5,5
5.0,8,1,136.0,11.2,0,360,515.0,0,160,5,7.3,5.89,2.463,1.948,3.67,1568.0,Ford F-150 2021 5.0L Lariat FX4,18000.0,5,5
2.0,4,2,52.0,6.5,0,218,310.0,0,243,5,6.2,4.329,1.984,1.44,2.69,360.0,BMW 1 Series 2021 125i,18000.0,5,5
3.5,6,1,74.0,10.2,0,295,350.0,0,195,7,7.9,5.092,1.96,1.813,2.9,447.0,Infiniti QX60 2021 3.5L Luxe ,18000.0,5,5
2.0,4,1,60.0,9.8,0,235,350.0,0,200,5,7.2,4.63,1.845,1.63,2.66,500.0,Lexus NX 2021 300 F Sport Platinum ,18000.0,5,5
2.0,4,1,63.0,7.4,0,246,365.0,0,217,5,6.8,4.746,2.07,1.693,2.874,650.0,Jaguar F-Pace 2021 2.0T Pure (250 PS),18000.0,5,5
3.6,6,2,61.0,8.9,0,335,386.0,0,250,4,5.6,4.663,1.842,1.392,2.776,295.0,Cadillac ATS Coupe 2021 3.6L Premium Luxury,18100.0,5,5
3.6,6,2,61.0,8.9,0,335,386.0,0,250,5,5.6,4.643,1.806,1.42,2.776,381.0,Cadillac ATS 2021 3.6L Premium Performance,18100.0,5,5
5.3,8,1,136.0,13.4,0,355,518.0,0,172,6,9.0,6.128,2.063,1.915,3.987,1727.0,Chevrolet Silverado 2021 5.3 V8 Trail Boss,18200.0,5,5
4.3,8,1,136.0,13.4,0,360,515.0,0,172,6,9.0,6.56,2.045,1.98,4.26,1727.0,Chevrolet Silverado 2021 3500 6.2L,18200.0,5,5
3.6,6,1,70.0,8.1,0,276,360.0,0,190,7,8.0,5.036,1.988,1.77,2.979,583.0,Volkswagen Teramont 2021 3.6L SEL (AWD),18200.0,5,5
2.0,4,1,58.0,6.3,0,252,370.0,0,250,5,5.8,4.726,1.842,1.427,2.82,480.0,Audi A4 2021 45 TFSI quattro Design (252 HP),18500.0,5,5
2.0,4,1,58.0,6.3,0,252,370.0,0,250,5,5.8,4.726,1.842,1.427,2.82,480.0,Audi A4 2021 45 TFSI quattro Sport (252 HP),18500.0,5,5
2.0,4,2,63.0,6.3,0,250,365.0,0,250,5,6.5,4.672,1.967,1.462,2.835,455.0,Jaguar XE 2021 2.0T R-Dynamic (250 PS),18500.0,5,5
2.0,4,2,52.0,5.9,0,184,270.0,0,230,4,7.2,4.432,1.984,1.418,2.69,390.0,BMW 2 Series Coupe 2021 220i,18500.0,5,5
2.5,4,1,60.0,10.7,0,300,407.0,1,250,5,5.5,4.594,1.796,1.476,2.65,340.0,Subaru WRX 2021 2.5L STi YX Package (M/T),18500.0,5,5
2.0,4,1,48.0,5.9,0,192,280.0,0,228,5,7.1,4.253,1.8,1.441,2.67,360.0,Mini Clubman 2021 Cooper S ALL4,18500.0,5,5
3.6,6,1,83.0,9.6,0,310,366.0,0,210,7,7.0,4.917,1.915,1.676,2.858,362.0,GMC Acadia 2021 3.6L SLT2 (AWD),18700.0,5,5
3.6,6,1,83.0,9.6,0,310,366.0,0,210,7,7.0,4.917,1.915,1.676,2.858,362.0,GMC Acadia 2021 3.6L SLT2 (AWD),18700.0,5,5
2.0,4,2,63.0,6.7,0,297,400.0,0,250,5,5.7,4.672,1.967,1.462,2.835,455.0,Jaguar XE 2021 2.0T Pure (300 PS),18800.0,5,5
2.0,4,2,63.0,6.3,0,197,320.0,0,238,5,7.1,4.672,1.967,1.462,2.835,455.0,Jaguar XE 2021 2.0T Portfolio (200 PS),18800.0,5,5
4.8,8,1,136.0,13.6,0,360,515.0,0,172,6,11.0,6.322,2.438,1.972,4.016,2138.0,Chevrolet Silverado 2021 3500,18800.0,5,5
3.6,6,2,61.0,8.9,0,335,386.0,0,250,5,5.6,4.643,1.806,1.42,2.776,381.0,Cadillac ATS 2021 3.6L Premium Luxury,18800.0,5,5
2.0,4,2,61.0,8.2,0,272,400.0,0,240,5,5.9,4.643,1.806,1.42,2.776,294.0,Cadillac ATS 2021 2.0T Standard,18800.0,5,5
2.0,4,2,60.0,5.8,0,184,270.0,0,236,4,7.5,4.64,1.825,1.377,2.81,445.0,BMW 4 Series Coupe 2021 420i,18900.0,5,5
2.0,4,2,66.0,7.0,0,241,350.0,0,230,5,7.0,4.665,1.81,1.43,2.8,480.0,Lexus IS 2021 200t Exclusive,18900.0,5,5
2.0,4,0,66.0,6.0,0,190,320.0,0,235,5,7.7,4.861,1.871,1.427,2.842,563.0,Volkswagen Arteon 2021 2.0 TSI Elegance (190 HP),18900.0,5,5
2.3,4,2,58.0,10.2,0,310,434.0,0,240,4,5.4,4.783,2.08,1.382,2.72,382.0,Ford Mustang 2021 2.3L EcoBoost Fastback Premium,18900.0,5,5
2.0,4,2,55.0,6.8,0,156,240.0,0,220,2,8.1,4.239,1.951,1.291,2.496,310.0,BMW Z4 Roadster 2021 sDrive18i,18900.0,5,5
5.7,8,1,93.0,13.8,0,360,527.0,0,213,7,7.9,5.075,1.925,1.801,3.045,487.0,Dodge Durango 2021 Limited 5.7L,18900.0,5,5
2.0,4,2,74.0,6.8,0,250,365.0,0,244,5,6.6,4.954,2.091,1.457,2.96,540.0,Jaguar XF 2021 2.0T Pure (250 PS),18900.0,5,5
2.5,6,2,65.0,9.8,0,204,250.0,0,225,5,7.7,4.666,1.811,1.43,2.799,378.0,Lexus IS 2021 250 F,19000.0,5,5
2.5,6,2,65.0,9.8,0,204,250.0,0,225,5,7.7,4.666,1.811,1.43,2.799,378.0,Lexus IS 2021 250 F,19000.0,5,5
4.0,6,1,140.0,11.8,0,275,395.0,0,200,8,11.5,5.165,1.995,1.94,3.075,550.0,Nissan Patrol 2021 4.0L XE ,18995.0,5,5
4.0,6,1,150.0,13.0,0,271,381.0,0,200,7,9.0,4.99,1.885,1.889,2.79,742.0,Toyota Land Cruiser Prado 2021 4.0L VXL,19000.0,5,5
3.7,6,2,80.0,12.0,0,330,360.0,0,225,5,5.6,4.945,1.845,1.5,2.9,500.0,Infiniti Q70 2021 3.7L Luxe Proactive ,19000.0,5,5
2.0,4,2,41.0,5.6,0,211,350.0,0,250,5,6.6,4.686,1.81,1.442,2.84,481.0,Mercedes-Benz C-Class 2021 C 250,19000.0,5,5
2.0,4,0,44.0,5.7,0,231,350.0,0,246,4,6.1,3.874,1.727,1.414,2.495,211.0,Mini Hatch 2021 John Cooper Works (3-Door),19000.0,5,5
2.0,4,2,50.0,5.9,0,204,300.0,0,245,4,7.1,4.686,1.81,1.405,2.84,400.0,Mercedes-Benz C-Class Coupe 2021 C 200,19000.0,5,5
1.6,4,1,47.0,7.1,0,134,220.0,0,193,4,10.3,4.109,1.996,1.518,2.596,330.0,Mini Paceman 2021 Cooper,19000.0,5,5
2.0,4,1,55.0,7.1,0,290,380.0,0,250,5,4.8,4.384,1.699,1.466,2.552,343.0,Volkswagen Golf 2021 2.0L SE R (290 HP),19000.0,5,5
2.0,4,2,72.0,10.6,0,268,400.0,0,240,5,5.9,4.966,1.834,1.453,2.911,388.0,Cadillac CTS 2021 2.0L Turbo Luxury ,19000.0,5,5
5.7,8,2,72.0,12.4,0,363,535.0,0,234,5,5.6,5.044,1.905,1.483,3.053,462.0,Chrysler 300C 2021 5.7L V8 Luxury ,19000.0,5,5
2.0,4,1,60.0,10.7,0,268,350.0,1,250,5,5.5,4.594,1.796,1.476,2.65,340.0,Subaru WRX 2021 2.0L EX Package (M/T),19000.0,5,5
2.0,4,2,60.0,5.8,0,184,270.0,0,236,4,7.7,4.64,1.825,1.389,2.81,480.0,BMW 4 Series Gran Coupe 2021 420i,19000.0,5,5
3.6,6,2,61.0,8.9,0,335,386.0,0,250,4,5.6,4.663,1.842,1.392,2.776,295.0,Cadillac ATS Coupe 2021 3.6L Premium Performance,19100.0,5,5
2.0,4,1,58.0,6.3,0,252,370.0,0,250,5,5.8,4.733,1.843,1.386,2.824,480.0,Audi A5 Sportback 2021 45 TFSI Sport quattro (252 HP),19200.0,5,5
2.0,4,1,58.0,6.3,0,252,370.0,0,250,5,5.8,4.733,1.843,1.386,2.824,480.0,Audi A5 Sportback 2021 45 TFSI Sport quattro (252 HP),19200.0,5,5
3.5,6,0,70.0,10.0,0,290,346.0,0,173,7,9.0,5.037,2.095,1.777,2.866,595.0,Ford Explorer 2021 3.5L V6 LTD,19300.0,5,5
2.0,4,0,54.0,5.4,0,190,320.0,0,240,4,7.3,4.673,1.846,1.371,2.764,465.0,Audi A5 Coupe 2021 40 TFSI Design (190 HP) ,19300.0,5,5
2.0,4,0,54.0,5.4,0,190,320.0,0,240,4,7.3,4.673,1.846,1.371,2.764,465.0,Audi A5 Coupe 2021 40 TFSI Sport (190 HP),19300.0,5,5
2.0,4,0,50.0,6.3,0,230,370.0,0,250,2,5.9,4.177,1.966,1.353,2.505,305.0,Audi TT 2021 45 TFSI (230 HP),19400.0,5,5
2.0,4,0,55.0,6.7,0,254,350.0,0,230,5,6.8,4.963,2.019,1.443,2.941,382.0,Volvo S90 2021 T5 FWD Momentum,19500.0,5,5
4.0,6,1,150.0,13.0,0,271,381.0,0,200,7,9.0,4.99,1.885,1.889,2.79,742.0,Toyota Land Cruiser Prado 2021 4.0L VXR,19500.0,5,5
2.0,4,2,63.0,6.3,0,247,365.0,0,250,5,6.3,4.672,1.967,1.462,2.835,455.0,Jaguar XE 2021 2.0T Portfolio (250 PS),19500.0,5,5
2.3,4,2,58.0,10.2,0,310,434.0,0,240,4,5.4,4.783,2.08,1.382,2.72,324.0,Ford Mustang 2021 2.3L EcoBoost Convertible,19500.0,5,5
3.7,6,0,62.5,11.2,0,300,375.0,0,250,5,6.8,4.93,2.172,1.565,2.85,436.0,Lincoln MKZ 2021 3.7 FWD,19500.0,5,5
3.7,6,0,72.0,11.2,0,304,375.0,0,205,5,7.9,5.222,2.172,1.565,2.868,544.0,Lincoln MKS 2021 3.7 FWD,19500.0,5,5
1.6,4,1,47.0,7.0,0,190,280.0,0,220,4,7.4,4.114,1.996,1.518,2.596,330.0,Mini Paceman 2021 Cooper S,19500.0,5,5
3.6,6,1,76.0,11.8,0,304,355.0,0,210,5,6.9,5.131,1.852,1.501,2.837,510.0,Cadillac XTS 2021 3.6L Luxury,19500.0,5,5
3.6,6,1,76.0,11.8,0,304,355.0,0,210,5,6.9,5.131,1.852,1.501,2.837,510.0,Cadillac XTS 2021 3.6L Luxury,19500.0,5,5
2.0,4,1,60.0,9.8,0,235,350.0,0,200,5,7.2,4.63,1.845,1.63,2.66,500.0,Lexus NX 2021 300 Platinum,19500.0,5,5
3.0,6,2,68.0,6.9,0,340,450.0,0,250,5,5.1,4.936,1.868,1.466,2.975,530.0,BMW 5 Series 2021 540i (M Package),19600.0,5,5
2.0,4,1,63.0,7.7,0,296,400.0,0,233,5,6.0,4.746,2.07,1.693,2.874,650.0,Jaguar F-Pace 2021 2.0T Pure (300 PS),19800.0,5,5
2.0,4,1,63.0,7.4,0,246,365.0,0,217,5,6.8,4.746,2.07,1.693,2.874,650.0,Jaguar F-Pace 2021 2.0T Prestige (250 PS),19800.0,5,5
2.0,4,1,63.0,7.4,0,246,365.0,0,217,5,6.8,4.746,2.07,1.693,2.874,650.0,Jaguar F-Pace 2021 2.0T R-Sport (250 PS),19800.0,5,5
2.0,4,2,63.0,6.7,0,297,400.0,0,250,5,5.7,4.672,1.967,1.462,2.835,455.0,Jaguar XE 2021 2.0T R-Sport (300 PS),19900.0,5,5
5.7,8,1,93.0,13.8,0,360,520.0,0,215,7,7.9,5.11,1.925,1.847,3.043,487.0,Dodge Durango 2021 5.7L R/T (AWD),19900.0,5,5
2.0,4,1,68.5,8.0,0,240,340.0,0,200,5,7.6,4.599,2.069,1.724,2.741,981.0,Land Rover Discovery Sport 2021 2.0T HSE (AWD),19900.0,5,5
4.0,6,1,138.0,13.4,0,271,385.0,0,200,8,11.0,5.095,1.98,1.93,2.85,455.0,Toyota Land Cruiser 2021 4.0L Safari,20000.0,5,5
5.0,8,2,60.0,12.3,0,415,530.0,1,240,4,4.7,4.783,2.08,1.382,2.72,382.0,Ford Mustang 2021 5.0L Fastback Premium M/T,20000.0,5,5
3.5,6,1,74.0,10.2,0,295,350.0,0,195,7,7.9,5.094,1.96,1.722,2.9,447.0,Infiniti QX60 2021 3.5L Luxe Sensory ,20000.0,5,5
2.0,4,0,51.0,6.0,0,231,350.0,0,238,5,6.6,4.342,2.038,1.586,2.67,468.0,BMW 2 Series Active Tourer 2021 225i,20000.0,5,5
2.0,4,2,50.0,5.9,0,211,350.0,0,240,4,6.8,4.686,1.81,1.405,2.84,400.0,Mercedes-Benz C-Class Coupe 2021 C 250,20100.0,5,5
5.7,8,2,72.0,12.4,0,370,535.0,0,234,5,5.6,5.044,1.905,1.483,3.053,462.0,Chrysler 300C 2021 5.7L Alloy Edition,20100.0,5,5
6.2,8,2,72.0,11.3,0,455,614.0,0,250,4,4.2,4.784,1.897,1.344,2.811,206.0,Chevrolet Camaro Convertible 2021 6.2L SS,20200.0,5,5
2.0,4,1,55.0,6.4,0,230,370.0,0,250,2,5.3,4.177,1.966,1.353,2.505,305.0,Audi TT 2021 45 TFSI quattro (230 HP),20300.0,5,5
2.0,4,2,74.0,6.8,0,250,365.0,0,244,5,6.6,4.954,2.091,1.457,2.96,540.0,Jaguar XF 2021 2.0T Prestige (250 PS),20300.0,5,5
2.0,4,2,60.0,6.2,0,245,370.0,0,250,2,5.8,4.133,1.81,1.301,2.43,335.0,Mercedes-Benz SLC 2021 300,20400.0,5,5
1.6,4,1,47.0,7.7,0,218,300.0,0,229,4,6.8,4.124,1.996,1.518,2.596,330.0,Mini Paceman 2021 John Cooper Works,20400.0,5,5
2.0,4,1,60.0,7.9,0,306,450.0,0,260,5,4.9,4.299,1.822,1.557,2.67,450.0,Mini Countryman 2021 John Cooper Works ALL4,20400.0,5,5
5.0,8,2,60.0,12.3,0,460,570.0,0,240,4,4.7,4.783,2.08,1.382,2.72,382.0,Ford Mustang 2021 5.0L Fastback GT Premium,20500.0,5,5
5.0,8,2,60.0,12.3,0,460,570.0,0,240,4,4.7,4.783,2.08,1.382,2.72,382.0,Ford Mustang 2021 5.0L Fastback GT Premium,20500.0,5,5
3.7,6,1,90.0,10.8,0,329,360.0,0,230,5,6.3,4.865,1.925,1.68,2.885,702.0,Infiniti QX70 2021 3.7L Excellence,20500.0,5,5
2.0,4,2,60.0,5.8,0,258,400.0,0,250,5,5.8,4.709,1.827,1.442,2.851,480.0,BMW 3 Series 2021 330i,20500.0,5,5
1.8,4,0,63.0,6.2,0,170,320.0,0,213,4,8.9,4.626,2.02,1.383,2.751,380.0,Audi A5 Cabriolet 2021 35 TFSI (170 HP),20500.0,5,5
2.0,4,0,50.0,6.0,0,230,370.0,0,250,2,6.2,4.177,1.966,1.355,2.505,280.0,Audi TT Roadster 2021 45 TFSI (230 HP),20500.0,5,5
3.6,6,2,61.0,10.5,0,464,603.0,0,250,4,3.9,4.691,1.842,1.384,2.776,295.0,Cadillac ATS-V Coupe 2021 3.6T w/ Carbon Fiber Package (464 HP),20500.0,5,5
3.6,6,1,83.0,9.6,0,310,366.0,0,210,7,7.0,4.917,1.915,1.676,2.858,362.0,GMC Acadia Denali 2021 3.6L V6 (AWD),20600.0,5,5
3.6,6,1,74.0,11.2,0,335,386.0,0,250,5,5.7,5.227,1.88,1.473,3.109,447.0,Cadillac CT6 Sedan 2021 3.6L V6 Sport,20900.0,5,5
6.2,8,2,72.0,11.1,0,455,614.0,0,250,4,4.0,4.784,1.897,1.348,2.811,258.0,Chevrolet Camaro Coupe 2021 6.2L SS (A/T),20900.0,5,5
2.0,4,2,70.0,8.1,0,235,340.0,0,241,5,7.9,4.961,2.077,1.468,2.909,540.0,Jaguar XF 2021 2.0 i4Turbo Premium Luxury,20900.0,5,5
2.0,4,2,70.0,8.1,0,235,340.0,0,241,5,7.9,4.961,2.077,1.468,2.909,540.0,Jaguar XF 2021 2.0 T Prestige,20900.0,5,5
2.0,4,2,70.0,8.1,0,235,340.0,0,241,5,7.9,4.961,2.077,1.468,2.909,540.0,Jaguar XF 2021 2.0 T Prestige,20900.0,5,5
2.0,4,2,70.0,8.1,0,235,340.0,0,241,5,7.9,4.961,2.077,1.468,2.909,540.0,Jaguar XF 2021 2.0 T R Sport,20900.0,5,5
2.0,4,2,70.0,8.1,0,235,340.0,0,241,5,7.9,4.961,2.077,1.468,2.909,540.0,Jaguar XF 2021 2.0 T Portfolio,20900.0,5,5
3.5,6,2,66.0,9.0,0,311,375.0,0,235,5,5.7,4.705,1.84,1.435,2.8,480.0,Lexus IS 2021 350 F-Sport Prestige,21000.0,5,5
5.0,8,2,60.0,12.3,0,415,530.0,0,240,4,4.7,4.783,2.08,1.382,2.72,408.0,Ford Mustang 2021 5.0L Fastback (California Special),21000.0,5,5
3.0,6,1,61.0,8.1,0,272,400.0,0,250,5,6.0,4.712,2.02,1.391,2.81,480.0,Audi A5 Sportback 2021 3.0L (272 HP),21000.0,5,5
5.7,8,1,93.0,13.8,0,360,527.0,0,213,7,7.9,5.075,1.925,1.801,3.045,487.0,Dodge Durango 2021 Citadel 5.7L,21000.0,5,5
3.6,6,2,72.0,11.9,0,335,386.0,0,250,5,5.2,4.966,1.834,1.453,2.911,385.0,Cadillac CTS 2021 3.6L V6 Luxury,21000.0,5,5
2.0,4,2,60.0,6.7,0,245,350.0,0,250,4,6.1,4.638,2.017,1.389,2.81,480.0,BMW 4 Series Gran Coupe 2021 428i,21000.0,5,5
2.0,4,1,63.0,7.7,0,296,400.0,0,233,5,6.0,4.746,2.07,1.693,2.874,650.0,Jaguar F-Pace 2021 2.0T R-Sport (300 PS),21000.0,5,5
2.5,5,1,55.0,8.1,0,367,465.0,0,250,5,4.3,4.343,1.8,1.411,2.631,340.0,Audi A3 Sportback 2021 RS3 (367 HP) quattro,21100.0,5,5
2.0,4,1,63.0,7.7,0,296,400.0,0,233,5,6.0,4.746,2.07,1.693,2.874,650.0,Jaguar F-Pace 2021 2.0T Prestige (300 PS),21200.0,5,5
2.0,4,2,74.0,6.8,0,250,365.0,0,244,5,6.6,4.954,2.091,1.457,2.96,540.0,Jaguar XF 2021 2.0T R-Sport (250 PS),21400.0,5,5
2.0,4,1,55.0,6.7,0,230,370.0,0,250,2,5.6,4.177,1.966,1.355,2.505,280.0,Audi TT Roadster 2021 45 TFSI quattro (230 HP),21400.0,5,5
3.7,6,2,80.0,12.0,0,328,360.0,0,225,5,5.6,4.945,1.845,1.5,2.9,500.0,Infiniti Q70 2021 3.7L Sport,21500.0,5,5
2.0,4,2,50.0,4.6,0,275,600.0,0,209,5,6.2,4.686,1.81,1.442,2.84,335.0,Mercedes-Benz C-Class 2021 C 350 e,21500.0,5,5
